Date;Year;Open;High;Low;Close;Adj Close;Volume;Daily Stock Return Direction;Daily Stock Return (%);Daily Trading Volume Change (%);Price Anomaly Category;Volume Anomaly Category;Strong Anomaly
10/06/2019;2019;730;800;730;780;640.54;172,262,900;+;7.5862;#DIV/0!;Sharp Price Increase;Normal;No
11/06/2019;2019;785;815;770;795;652.86;116,959,700;+;1.9231;-32.104;Normal;Normal;No
12/06/2019;2019;795;810;780;785;644.65;54,716,300;-;-1.2579;-53.2178;Normal;Normal;No
13/06/2019;2019;785;790;765;780;640.54;41,048,700;-;-0.6369;-24.979;Normal;Normal;No
14/06/2019;2019;785;795;775;790;648.75;51,605,300;+;1.2821;25.7173;Normal;Normal;No
17/06/2019;2019;800;805;760;765;628.22;46,657,900;-;-3.1646;-9.587;Normal;Normal;No
18/06/2019;2019;765;780;765;775;636.43;24,803,000;+;1.3072;-46.8407;Normal;Normal;No
19/06/2019;2019;790;800;785;795;652.86;48,304,200;+;2.5806;94.7514;Normal;Normal;No
20/06/2019;2019;810;825;800;805;661.07;91,642,200;+;1.2579;89.7189;Normal;Normal;No
21/06/2019;2019;815;820;785;800;656.96;82,014,000;-;-0.6211;-10.5063;Normal;Normal;No
24/06/2019;2019;805;815;795;795;652.86;37,223,500;-;-0.625;-54.6132;Normal;Normal;No
25/06/2019;2019;805;850;795;845;693.92;242,773,400;+;6.2893;552.2047;Sharp Price Increase;Sharp Volume Increase;Yes
26/06/2019;2019;845;850;820;825;677.5;105,044,300;-;-2.3669;-56.7315;Normal;Normal;No
27/06/2019;2019;830;845;820;830;681.6;64,619,500;+;0.6061;-38.4836;Normal;Normal;No
28/06/2019;2019;840;860;830;845;693.92;131,205,700;+;1.8072;103.0435;Normal;Normal;No
01/07/2019;2019;850;865;840;850;698.03;112,441,000;+;0.5917;-14.3017;Normal;Normal;No
02/07/2019;2019;845;850;835;840;689.81;34,077,600;-;-1.1765;-69.6929;Normal;Sharp Volume Decrease;No
03/07/2019;2019;845;850;810;815;669.28;82,796,400;-;-2.9762;142.9643;Normal;Normal;No
04/07/2019;2019;825;830;815;820;673.39;42,211,300;+;0.6135;-49.018;Normal;Normal;No
05/07/2019;2019;820;825;810;810;665.18;27,266,000;-;-1.2195;-35.4059;Normal;Normal;No
08/07/2019;2019;810;835;800;825;677.5;47,875,600;+;1.8519;75.5872;Normal;Normal;No
09/07/2019;2019;825;840;825;825;677.5;49,279,300;0;0;2.932;Normal;Normal;No
10/07/2019;2019;830;840;815;820;673.39;33,570,400;-;-0.6061;-31.8773;Normal;Normal;No
11/07/2019;2019;835;855;825;850;698.03;114,504,000;+;3.6585;241.0862;Normal;Sharp Volume Increase;No
12/07/2019;2019;850;855;835;845;693.92;54,953,400;-;-0.5882;-52.0074;Normal;Normal;No
15/07/2019;2019;855;885;855;880;722.66;192,125,200;+;4.142;249.6148;Normal;Sharp Volume Increase;No
16/07/2019;2019;885;905;875;895;734.98;141,194,200;+;1.7045;-26.5093;Normal;Normal;No
17/07/2019;2019;900;930;885;900;739.09;238,303,800;+;0.5587;68.7773;Normal;Normal;No
18/07/2019;2019;920;985;920;950;780.15;335,413,700;+;5.5556;40.7505;Sharp Price Increase;Normal;No
19/07/2019;2019;970;985;935;940;771.93;137,797,900;-;-1.0526;-58.917;Normal;Sharp Volume Decrease;No
22/07/2019;2019;940;960;915;960;788.36;119,839,200;+;2.1277;-13.0326;Normal;Normal;No
23/07/2019;2019;950;970;940;940;771.93;82,880,700;-;-2.0833;-30.8401;Normal;Normal;No
24/07/2019;2019;940;960;935;945;776.04;48,601,800;+;0.5319;-41.3593;Normal;Normal;No
25/07/2019;2019;955;965;925;930;763.72;78,453,700;-;-1.5873;61.4214;Normal;Normal;No
26/07/2019;2019;930;930;885;890;730.87;87,812,600;-;-4.3011;11.9292;Sharp Price Decrease;Normal;No
29/07/2019;2019;895;915;880;895;734.98;63,726,900;+;0.5618;-27.4285;Normal;Normal;No
30/07/2019;2019;905;940;905;935;767.83;84,114,000;+;4.4693;31.9914;Normal;Normal;No
31/07/2019;2019;940;945;925;935;767.83;48,705,800;0;0;-42.0955;Normal;Normal;No
01/08/2019;2019;935;940;920;925;759.62;46,309,500;-;-1.0695;-4.9199;Normal;Normal;No
02/08/2019;2019;905;920;890;900;739.09;100,773,500;-;-2.7027;117.6087;Normal;Normal;No
05/08/2019;2019;900;900;855;860;706.24;83,532,300;-;-4.4444;-17.1089;Sharp Price Decrease;Normal;No
06/08/2019;2019;850;945;830;940;771.93;247,604,900;+;9.3023;196.4182;Sharp Price Increase;Sharp Volume Increase;Yes
07/08/2019;2019;945;1,030.00;940;1,005.00;825.31;487,598,800;+;6.9149;96.9262;Sharp Price Increase;Normal;No
08/08/2019;2019;1,050.00;1,075.00;1,010.00;1,020.00;837.63;257,680,900;+;1.4925;-47.1531;Normal;Normal;No
09/08/2019;2019;1,030.00;1,080.00;1,015.00;1,065.00;874.58;240,007,000;+;4.4118;-6.8588;Normal;Normal;No
12/08/2019;2019;1,070.00;1,080.00;1,030.00;1,035.00;849.95;179,863,500;-;-2.8169;-25.0591;Normal;Normal;No
13/08/2019;2019;1,045.00;1,085.00;1,035.00;1,065.00;874.58;175,124,700;+;2.8986;-2.6347;Normal;Normal;No
14/08/2019;2019;1,070.00;1,130.00;1,050.00;1,110.00;911.54;323,676,500;+;4.2254;84.8263;Normal;Normal;No
15/08/2019;2019;1,090.00;1,140.00;1,085.00;1,120.00;919.75;195,784,600;+;0.9009;-39.5123;Normal;Normal;No
16/08/2019;2019;1,140.00;1,150.00;1,120.00;1,120.00;919.75;141,043,100;0;0;-27.9601;Normal;Normal;No
19/08/2019;2019;1,130.00;1,130.00;1,085.00;1,085.00;891.01;85,735,700;-;-3.125;-39.2131;Normal;Normal;No
20/08/2019;2019;1,080.00;1,080.00;1,035.00;1,050.00;862.27;117,148,500;-;-3.2258;36.6391;Normal;Normal;No
21/08/2019;2019;1,055.00;1,085.00;1,025.00;1,070.00;878.69;151,189,900;+;1.9048;29.0583;Normal;Normal;No
22/08/2019;2019;1,075.00;1,080.00;1,035.00;1,040.00;854.05;65,051,200;-;-2.8037;-56.9738;Normal;Sharp Volume Decrease;No
23/08/2019;2019;1,045.00;1,045.00;1,015.00;1,015.00;833.52;87,934,800;-;-2.4038;35.1778;Normal;Normal;No
26/08/2019;2019;1,020.00;1,060.00;1,015.00;1,030.00;845.84;147,239,400;+;1.4778;67.4416;Normal;Normal;No
27/08/2019;2019;1,040.00;1,045.00;1,020.00;1,020.00;837.63;69,950,500;-;-0.9709;-52.492;Normal;Normal;No
28/08/2019;2019;1,030.00;1,060.00;1,025.00;1,050.00;862.27;102,409,700;+;2.9412;46.4031;Normal;Normal;No
29/08/2019;2019;1,060.00;1,085.00;1,050.00;1,055.00;866.37;161,352,000;+;0.4762;57.5554;Normal;Normal;No
30/08/2019;2019;1,075.00;1,080.00;1,045.00;1,070.00;878.69;100,688,800;+;1.4218;-37.5968;Normal;Normal;No
02/09/2019;2019;1,120.00;1,175.00;1,115.00;1,170.00;960.81;380,923,500;+;9.3458;278.3176;Sharp Price Increase;Sharp Volume Increase;Yes
03/09/2019;2019;1,170.00;1,170.00;1,105.00;1,110.00;911.54;184,669,600;-;-5.1282;-51.5206;Sharp Price Decrease;Normal;No
04/09/2019;2019;1,120.00;1,140.00;1,090.00;1,100.00;903.33;108,867,300;-;-0.9009;-41.0475;Normal;Normal;No
05/09/2019;2019;1,105.00;1,115.00;1,085.00;1,100.00;903.33;109,971,500;0;0;1.0143;Normal;Normal;No
06/09/2019;2019;1,090.00;1,100.00;1,075.00;1,075.00;882.8;70,609,200;-;-2.2727;-35.7932;Normal;Normal;No
09/09/2019;2019;1,080.00;1,135.00;1,080.00;1,120.00;919.75;153,116,500;+;4.186;116.8506;Normal;Normal;No
10/09/2019;2019;1,130.00;1,160.00;1,110.00;1,130.00;927.96;202,036,800;+;0.8929;31.9497;Normal;Normal;No
11/09/2019;2019;1,125.00;1,140.00;1,115.00;1,125.00;923.86;65,474,500;-;-0.4425;-67.5928;Normal;Sharp Volume Decrease;No
12/09/2019;2019;1,125.00;1,140.00;1,115.00;1,120.00;919.75;59,565,600;-;-0.4444;-9.0247;Normal;Normal;No
13/09/2019;2019;1,120.00;1,125.00;1,055.00;1,070.00;878.69;128,241,500;-;-4.4643;115.2946;Sharp Price Decrease;Normal;No
16/09/2019;2019;1,070.00;1,085.00;1,040.00;1,050.00;862.27;95,702,700;-;-1.8692;-25.3731;Normal;Normal;No
17/09/2019;2019;1,045.00;1,060.00;1,040.00;1,050.00;862.27;40,393,900;0;0;-57.7923;Normal;Sharp Volume Decrease;No
18/09/2019;2019;1,055.00;1,080.00;1,050.00;1,065.00;874.58;77,525,900;+;1.4286;91.9248;Normal;Normal;No
19/09/2019;2019;1,065.00;1,080.00;1,045.00;1,045.00;858.16;46,921,500;-;-1.8779;-39.4764;Normal;Normal;No
20/09/2019;2019;1,050.00;1,075.00;1,045.00;1,065.00;874.58;77,305,700;+;1.9139;64.7554;Normal;Normal;No
23/09/2019;2019;1,070.00;1,075.00;1,055.00;1,055.00;866.37;50,722,600;-;-0.939;-34.387;Normal;Normal;No
24/09/2019;2019;1,050.00;1,055.00;1,010.00;1,015.00;833.52;104,106,400;-;-3.7915;105.2466;Normal;Normal;No
25/09/2019;2019;1,015.00;1,035.00;1,005.00;1,010.00;829.42;67,498,200;-;-0.4926;-35.1642;Normal;Normal;No
26/09/2019;2019;1,015.00;1,030.00;1,010.00;1,015.00;833.52;70,656,200;+;0.495;4.6786;Normal;Normal;No
27/09/2019;2019;1,015.00;1,020.00;985;990;812.99;65,010,900;-;-2.4631;-7.9898;Normal;Normal;No
30/09/2019;2019;990;1,000.00;965;975;800.68;73,819,000;-;-1.5152;13.5487;Normal;Normal;No
01/10/2019;2019;990;995;950;955;784.25;70,031,100;-;-2.0513;-5.1313;Normal;Normal;No
02/10/2019;2019;965;975;915;920;755.51;79,407,500;-;-3.6649;13.3889;Normal;Normal;No
03/10/2019;2019;920;970;915;965;792.46;77,444,800;+;4.8913;-2.4717;Normal;Normal;No
04/10/2019;2019;975;985;945;960;788.36;46,452,800;-;-0.5181;-40.0182;Normal;Normal;No
07/10/2019;2019;965;980;945;955;784.25;45,234,500;-;-0.5208;-2.6227;Normal;Normal;No
08/10/2019;2019;950;955;930;930;763.72;49,179,800;-;-2.6178;8.7219;Normal;Normal;No
09/10/2019;2019;935;995;935;990;812.99;139,352,700;+;6.4516;183.3535;Sharp Price Increase;Sharp Volume Increase;Yes
10/10/2019;2019;995;1,015.00;990;995;817.1;106,467,700;+;0.5051;-23.5984;Normal;Normal;No
11/10/2019;2019;995;1,025.00;985;1,015.00;833.52;72,275,400;+;2.0101;-32.1152;Normal;Normal;No
14/10/2019;2019;1,015.00;1,020.00;990;1,000.00;821.21;61,701,300;-;-1.4778;-14.6303;Normal;Normal;No
15/10/2019;2019;990;995;980;985;808.89;34,088,600;-;-1.5;-44.7522;Normal;Normal;No
16/10/2019;2019;985;1,005.00;960;960;788.36;85,270,100;-;-2.5381;150.1426;Normal;Normal;No
17/10/2019;2019;945;970;940;955;784.25;57,845,600;-;-0.5208;-32.1619;Normal;Normal;No
18/10/2019;2019;955;970;920;935;767.83;125,613,800;-;-2.0942;117.1536;Normal;Normal;No
21/10/2019;2019;940;955;920;925;759.62;80,512,500;-;-1.0695;-35.9047;Normal;Normal;No
22/10/2019;2019;920;940;915;930;763.72;50,069,600;+;0.5405;-37.8114;Normal;Normal;No
23/10/2019;2019;945;955;940;955;784.25;74,596,500;+;2.6882;48.9856;Normal;Normal;No
24/10/2019;2019;960;980;950;975;800.68;108,649,300;+;2.0942;45.6493;Normal;Normal;No
25/10/2019;2019;980;985;955;955;784.25;87,426,200;-;-2.0513;-19.5336;Normal;Normal;No
28/10/2019;2019;950;950;910;915;751.4;177,588,400;-;-4.1885;103.1295;Normal;Normal;No
29/10/2019;2019;925;945;920;925;759.62;133,909,400;+;1.0929;-24.5956;Normal;Normal;No
30/10/2019;2019;930;940;925;930;763.72;69,322,000;+;0.5405;-48.2322;Normal;Normal;No
31/10/2019;2019;935;935;885;890;730.87;126,383,800;-;-4.3011;82.3141;Sharp Price Decrease;Normal;No
01/11/2019;2019;900;905;850;855;702.13;118,830,800;-;-3.9326;-5.9762;Normal;Normal;No
04/11/2019;2019;855;865;810;840;689.81;148,393,600;-;-1.7544;24.8781;Normal;Normal;No
05/11/2019;2019;830;850;820;835;685.71;80,390,400;-;-0.5952;-45.8262;Normal;Normal;No
06/11/2019;2019;840;870;825;850;698.03;109,181,300;+;1.7964;35.8139;Normal;Normal;No
07/11/2019;2019;855;860;830;845;693.92;53,514,100;-;-0.5882;-50.986;Normal;Normal;No
08/11/2019;2019;840;855;825;835;685.71;41,949,800;-;-1.1834;-21.6098;Normal;Normal;No
11/11/2019;2019;830;840;820;830;681.6;28,520,100;-;-0.5988;-32.0137;Normal;Normal;No
12/11/2019;2019;815;825;800;820;673.39;66,391,100;-;-1.2048;132.7871;Normal;Normal;No
13/11/2019;2019;830;835;815;820;673.39;43,113,100;0;0;-35.0619;Normal;Normal;No
14/11/2019;2019;820;830;800;815;669.28;49,980,300;-;-0.6098;15.9283;Normal;Normal;No
15/11/2019;2019;810;835;810;825;677.5;44,594,900;+;1.227;-10.775;Normal;Normal;No
18/11/2019;2019;825;830;815;820;673.39;24,328,500;-;-0.6061;-45.4456;Normal;Normal;No
19/11/2019;2019;820;835;815;835;685.71;35,948,500;+;1.8293;47.7629;Normal;Normal;No
20/11/2019;2019;840;845;820;825;677.5;38,079,700;-;-1.1976;5.9285;Normal;Normal;No
21/11/2019;2019;820;830;810;815;669.28;35,867,700;-;-1.2121;-5.8089;Normal;Normal;No
22/11/2019;2019;820;825;805;810;665.18;27,803,700;-;-0.6135;-22.4826;Normal;Normal;No
25/11/2019;2019;810;820;805;815;669.28;19,463,000;+;0.6173;-29.9985;Normal;Normal;No
26/11/2019;2019;820;820;800;810;665.18;35,581,900;-;-0.6135;82.8182;Normal;Normal;No
27/11/2019;2019;810;815;775;780;640.54;53,831,000;-;-3.7037;51.2876;Normal;Normal;No
28/11/2019;2019;780;780;745;750;615.9;56,329,600;-;-3.8462;4.6416;Normal;Normal;No
29/11/2019;2019;750;765;735;750;615.9;46,034,900;0;0;-18.2758;Normal;Normal;No
02/12/2019;2019;740;805;740;790;648.75;68,015,300;+;5.3333;47.7473;Normal;Normal;No
03/12/2019;2019;785;800;770;775;636.43;51,903,700;-;-1.8987;-23.6882;Normal;Normal;No
04/12/2019;2019;775;790;770;785;644.65;36,996,800;+;1.2903;-28.7203;Normal;Normal;No
05/12/2019;2019;785;815;785;805;661.07;71,148,200;+;2.5478;92.3091;Normal;Normal;No
06/12/2019;2019;810;815;790;810;665.18;58,178,100;+;0.6211;-18.2297;Normal;Normal;No
09/12/2019;2019;810;835;805;825;677.5;97,666,600;+;1.8519;67.8752;Normal;Normal;No
10/12/2019;2019;825;835;820;825;677.5;45,785,500;0;0;-53.1206;Normal;Normal;No
11/12/2019;2019;830;835;825;825;677.5;24,139,700;0;0;-47.2765;Normal;Normal;No
12/12/2019;2019;835;855;835;835;685.71;102,156,900;+;1.2121;323.1904;Normal;Sharp Volume Increase;No
13/12/2019;2019;845;855;835;850;698.03;73,516,800;+;1.7964;-28.0354;Normal;Normal;No
16/12/2019;2019;855;865;850;865;710.34;83,127,000;+;1.7647;13.0721;Normal;Normal;No
17/12/2019;2019;870;870;845;860;706.24;42,848,800;-;-0.578;-48.4538;Normal;Normal;No
18/12/2019;2019;860;860;825;830;681.6;56,603,100;-;-3.4884;32.0996;Normal;Normal;No
19/12/2019;2019;830;845;825;835;685.71;43,386,700;+;0.6024;-23.3493;Normal;Normal;No
20/12/2019;2019;845;850;825;830;681.6;35,549,100;-;-0.5988;-18.0645;Normal;Normal;No
23/12/2019;2019;835;845;825;825;677.5;38,930,900;-;-0.6024;9.513;Normal;Normal;No
26/12/2019;2019;830;850;830;840;689.81;56,216,100;+;1.8182;44.3997;Normal;Normal;No
27/12/2019;2019;850;850;830;835;685.71;34,923,000;-;-0.5952;-37.8772;Normal;Normal;No
30/12/2019;2019;840;845;835;840;689.81;25,759,500;+;0.5988;-26.2392;Normal;Normal;No
02/01/2020;2020;845;850;825;840;689.81;26,829,200;0;0;4.1526;Normal;Normal;No
03/01/2020;2020;845;850;840;850;698.03;52,105,900;+;1.1905;94.2134;Normal;Normal;No
06/01/2020;2020;860;890;855;885;726.77;153,322,300;+;4.1176;194.2513;Normal;Sharp Volume Increase;No
07/01/2020;2020;885;895;865;875;718.56;93,750,600;-;-1.1299;-38.8539;Normal;Normal;No
08/01/2020;2020;895;920;890;905;743.19;217,122,000;+;3.4286;131.5953;Normal;Normal;No
09/01/2020;2020;895;900;875;880;722.66;109,423,800;-;-2.7624;-49.6026;Normal;Normal;No
10/01/2020;2020;880;885;865;885;726.77;47,623,200;+;0.5682;-56.4782;Normal;Normal;No
13/01/2020;2020;885;890;870;870;714.45;47,500,600;-;-1.6949;-0.2574;Normal;Normal;No
14/01/2020;2020;870;870;845;850;698.03;98,284,800;-;-2.2989;106.9128;Normal;Normal;No
15/01/2020;2020;850;865;830;835;685.71;73,346,600;-;-1.7647;-25.3734;Normal;Normal;No
16/01/2020;2020;850;860;840;845;693.92;52,551,000;+;1.1976;-28.3525;Normal;Normal;No
17/01/2020;2020;840;845;835;840;689.81;36,767,000;-;-0.5917;-30.0356;Normal;Normal;No
20/01/2020;2020;840;850;785;795;652.86;164,357,600;-;-5.3571;347.0248;Sharp Price Decrease;Sharp Volume Increase;Yes
21/01/2020;2020;795;810;780;795;652.86;72,996,000;0;0;-55.5871;Normal;Normal;No
22/01/2020;2020;800;805;755;770;632.33;129,107,000;-;-3.1447;76.8686;Normal;Normal;No
23/01/2020;2020;785;790;765;780;640.54;38,416,900;+;1.2987;-70.2441;Normal;Sharp Volume Decrease;No
24/01/2020;2020;780;790;775;785;644.65;25,277,000;+;0.641;-34.2034;Normal;Normal;No
27/01/2020;2020;790;790;745;750;615.9;92,354,300;-;-4.4586;265.3689;Sharp Price Decrease;Sharp Volume Increase;Yes
28/01/2020;2020;750;760;730;750;615.9;81,359,900;0;0;-11.9046;Normal;Normal;No
29/01/2020;2020;760;765;750;750;615.9;38,092,300;0;0;-53.1805;Normal;Normal;No
30/01/2020;2020;750;760;740;740;607.69;60,227,100;-;-1.3333;58.1083;Normal;Normal;No
31/01/2020;2020;745;745;715;720;591.27;65,280,900;-;-2.7027;8.3912;Normal;Normal;No
03/02/2020;2020;725;730;705;715;587.16;45,970,300;-;-0.6944;-29.5808;Normal;Normal;No
04/02/2020;2020;725;735;715;730;599.48;49,024,800;+;2.0979;6.6445;Normal;Normal;No
05/02/2020;2020;730;735;715;725;595.37;28,225,000;-;-0.6849;-42.4271;Normal;Normal;No
06/02/2020;2020;730;735;715;735;603.59;28,180,200;+;1.3793;-0.1587;Normal;Normal;No
07/02/2020;2020;730;740;720;730;599.48;27,156,200;-;-0.6803;-3.6338;Normal;Normal;No
10/02/2020;2020;750;750;710;720;591.27;50,506,700;-;-1.3699;85.9859;Normal;Normal;No
11/02/2020;2020;730;730;715;720;591.27;21,224,000;0;0;-57.9779;Normal;Sharp Volume Decrease;No
12/02/2020;2020;720;725;705;715;587.16;20,699,300;-;-0.6944;-2.4722;Normal;Normal;No
13/02/2020;2020;715;720;680;680;558.42;48,920,800;-;-4.8951;136.3404;Sharp Price Decrease;Normal;No
14/02/2020;2020;680;690;665;675;554.31;29,968,100;-;-0.7353;-38.7416;Normal;Normal;No
17/02/2020;2020;675;690;670;680;558.42;33,798,800;+;0.7407;12.7826;Normal;Normal;No
18/02/2020;2020;680;705;675;690;566.63;61,588,700;+;1.4706;82.2216;Normal;Normal;No
19/02/2020;2020;700;720;700;705;578.95;94,198,000;+;2.1739;52.9469;Normal;Normal;No
20/02/2020;2020;710;720;705;710;583.06;23,540,300;+;0.7092;-75.0098;Normal;Sharp Volume Decrease;No
21/02/2020;2020;715;715;695;700;574.84;74,636,900;-;-1.4085;217.0601;Normal;Sharp Volume Increase;No
24/02/2020;2020;710;715;680;685;562.53;67,340,700;-;-2.1429;-9.7756;Normal;Normal;No
25/02/2020;2020;685;685;655;660;542;97,963,600;-;-3.6496;45.4746;Normal;Normal;No
26/02/2020;2020;650;660;630;630;517.36;93,935,900;-;-4.5455;-4.1114;Sharp Price Decrease;Normal;No
27/02/2020;2020;630;650;595;600;492.72;104,666,900;-;-4.7619;11.4237;Sharp Price Decrease;Normal;No
28/02/2020;2020;590;590;540;575;472.19;137,409,800;-;-4.1667;31.283;Normal;Normal;No
02/03/2020;2020;580;600;570;585;480.41;117,769,700;+;1.7391;-14.2931;Normal;Normal;No
03/03/2020;2020;600;620;595;615;505.04;101,217,900;+;5.1282;-14.0544;Normal;Normal;No
04/03/2020;2020;615;635;610;630;517.36;93,281,500;+;2.439;-7.8409;Normal;Normal;No
05/03/2020;2020;635;650;625;630;517.36;53,646,700;0;0;-42.4895;Normal;Normal;No
06/03/2020;2020;625;630;605;610;500.94;49,754,200;-;-3.1746;-7.2558;Normal;Normal;No
09/03/2020;2020;590;590;550;555;455.77;105,445,200;-;-9.0164;111.9323;Sharp Price Decrease;Normal;No
10/03/2020;2020;555;585;555;575;472.19;76,294,500;+;3.6036;-27.6454;Normal;Normal;No
11/03/2020;2020;580;585;530;540;443.45;84,825,600;-;-6.087;11.1818;Sharp Price Decrease;Normal;No
12/03/2020;2020;520;520;488;490;402.39;98,610,300;-;-9.2593;16.2506;Sharp Price Decrease;Normal;No
13/03/2020;2020;470;490;456;478;392.54;117,132,200;-;-2.449;18.7829;Normal;Normal;No
16/03/2020;2020;474;474;446;446;366.26;57,292,700;-;-6.6946;-51.0871;Sharp Price Decrease;Normal;No
17/03/2020;2020;446;446;416;416;341.62;45,123,800;-;-6.7265;-21.2399;Sharp Price Decrease;Normal;No
18/03/2020;2020;398;410;388;388;318.63;78,790,100;-;-6.7308;74.6087;Sharp Price Decrease;Normal;No
19/03/2020;2020;362;364;362;362;297.28;8,977,100;-;-6.701;-88.6063;Sharp Price Decrease;Sharp Volume Decrease;Yes
20/03/2020;2020;360;386;338;374;307.13;164,706,400;+;3.3149;1734.7395;Normal;Sharp Volume Increase;No
23/03/2020;2020;370;370;348;348;285.78;90,136,700;-;-6.9519;-45.2743;Sharp Price Decrease;Normal;No
24/03/2020;2020;348;374;340;364;298.92;155,141,100;+;4.5977;72.1176;Normal;Normal;No
26/03/2020;2020;366;432;366;416;341.62;267,248,200;+;14.2857;72.2614;Sharp Price Increase;Normal;No
27/03/2020;2020;432;505;426;460;377.75;292,787,100;+;10.5769;9.5562;Sharp Price Increase;Normal;No
30/03/2020;2020;450;460;428;432;354.76;74,651,200;-;-6.087;-74.5032;Sharp Price Decrease;Sharp Volume Decrease;Yes
31/03/2020;2020;440;464;434;450;369.54;89,306,500;+;4.1667;19.6317;Normal;Normal;No
01/04/2020;2020;450;462;434;436;358.05;81,224,700;-;-3.1111;-9.0495;Normal;Normal;No
02/04/2020;2020;436;454;424;452;371.19;83,577,100;+;3.6697;2.8962;Normal;Normal;No
03/04/2020;2020;458;472;450;464;381.04;115,728,200;+;2.6549;38.4688;Normal;Normal;No
06/04/2020;2020;466;540;466;540;443.45;224,870,500;+;16.3793;94.3092;Sharp Price Increase;Normal;No
07/04/2020;2020;580;590;520;555;455.77;256,413,700;+;2.7778;14.0273;Normal;Normal;No
08/04/2020;2020;555;555;520;520;427.03;90,030,300;-;-6.3063;-64.8887;Sharp Price Decrease;Sharp Volume Decrease;Yes
09/04/2020;2020;510;540;492;520;427.03;105,623,600;0;0;17.3201;Normal;Normal;No
13/04/2020;2020;520;555;510;535;439.35;72,240,600;+;2.8846;-31.6056;Normal;Normal;No
14/04/2020;2020;550;560;540;555;455.77;84,352,000;+;3.7383;16.7654;Normal;Normal;No
